id;area;nomor;alamat;koordinat
1737;61.71.05.1002;4;JL. PATTIMURA ( SD SANTA MARIA );-0.0272997515150  ,  109.338656881
1738;61.71.05.1002;5;JL. SISINGAMANGARAJA ( SEKIOLAH IMMANUEL );-0.0272372674518 ,  109.339653538
1739;61.71.05.1002;6;JL. NUSA INDAH ( BASEMENT HOTEL KINI );-0.0255319386161  ,  109.339164181
1740;61.71.05.1002;7;KOMP. PASAR NUSA INDAH;-0.0251497811041  ,  109.340244425
1741;61.71.05.1002;8;JL. AR HAKIM ( GEDUNG PEMUDA PASIFIKUS );-0.026996212291  ,  109.337645025
1742;61.71.05.1002;9;JL. AR. HAKIM GEDUNG BRUDERAN;-0.0275652502715  ,  109.338015754
1743;61.71.05.1002;10;JL. HOS COKROAMINOTO SAMPING GG. PGA;-0.0289339975119  ,  109.33508200
1744;61.71.05.1002;11;JL. WOLTERMONGONSIDI BEKAS DAMKAR PANCA BHAKTI );-0.028712520242  ,  109.33762150
1745;61.71.05.1002;12;KOMP. PATTIMURA INDAH;-0.028483835580  ,  109.337328976
1746;61.71.05.1002;13;KOMP. PONTIANAK MALL;-0.0316182652146  ,  109.334980134
1747;61.71.05.1002;14;JL. BERINGIN SAMPING GG. BERINGIN 6;-0.030295391409  ,  109.33465172
1748;61.71.05.1002;15;JL. BERINGIN;-0.031969265616  ,  109.332212509
1749;61.71.05.1002;16;JL. HOS COKROAMINOTO WARKOP JHON;-0.028819461933  ,  109.334236258
1750;61.71.05.1002;17;JL. BERINGIN gg. Beringin 3;-0.0310133998519  ,  109.333097761
1751;61.71.05.1002;18;JL. MERANTI RUMAH BU RT;-0.03177221100  ,  109.3305273
1752;61.71.05.1002;19;JL. MERANTI GG. MERANTI 6 RUMAH PAK RT;-0.0301842570534  ,  109.333418637
1753;61.71.05.1002;20;WIN AUTO JL. KH A. DAHLAN;-0.0321468766515  ,  109.332537350
1754;61.71.05.1002;21;JL. BERINGIN;-0.03274145211  ,  109.331285836
1755;61.71.05.1002;22;JL. HOS COKROAMINOTO PLAY GROUP SANSHE;-0.0287931255557 ,  109.33419602
1756;61.71.05.1002;23;JL. CENDANA;-0.0284709914032  ,  109.332671634
1757;61.71.05.1002;24;JL. CENDANA AYAM GEPREK CENDANA;-0.0285380466189  ,  109.3325911
1758;61.71.05.1002;25;JL. MERANTI GG. MERANTI 9;-0.0308803766550  ,  109.33169127
1759;61.71.05.1002;26;JL. CENDANA GG. CENDANA 5;-0.030244974425  ,  109.330860261
1760;61.71.05.1002;27;JL. CENDANA GG. CENDANA 9;-0.0286953576671  ,  109.331609328
1761;61.71.05.1002;28;JL. KH A DAHLAN NO. 85;-0.029799128832  ,  109.329167400
1762;61.71.05.1002;29;JL. JOHAR GG. BATU BARA;-0.02818652476   ,  109.330312973
1763;61.71.05.1002;30;JL. HOS COKROAMINOTO GG. BERSATU;-0.0277895018  ,  109.332461455
1764;61.71.05.1002;31;JL. JOHAR;-0.026646075  ,  109.33127987
1765;61.71.05.1003;1;JL. Johar ;-0.0265466, 109.3289547
1766;61.71.05.1003;2;Jl.Johar Gg. Pelangi ;-0.0273004,109.3273764
1767;61.71.05.1003;3;JL.KHA DAHLAN GG.DODI 1;-0.0276251,109.3239719
1768;61.71.05.1003;4;JL. KHW HASYIM GG.AMAL;-0.026116, 109.3247783
1769;61.71.05.1003;5;JL.MERDEKA GG BELIBIS;-0.0251252,109.3263432
1770;61.71.05.1003;6;JL.KHW HASYIM (Kedai Kamoe);-0.0271671,109.3275597
1771;61.71.05.1003;7;JL.MERDEKA BARAT GG. PIPIT ;-0.0253609,109.327493
1772;61.71.05.1003;8;JL.MERDEKA GG BELIBIS;-0.0248726,109.3284643
1773;61.71.05.1003;9;JL.MERDEKA BARAT (BELAKANG MASJID SIRAJUL);-0.0243836,109.3244784
1774;61.71.05.1003;10;JALAN KHW HASYIM GG.RAHMAD (Depan Hans Takarada Collection);-0.0245884,109.32683
1775;61.71.05.1003;11;JALAN KHW HASYIM GG.BAIDURI ;-0.0261308,109.3260166
1776;61.71.05.1003;12;JL.KHW HASYIM GG NURI;-0.0233337,109.3266077
1777;61.71.05.1003;13;JL.MERDEKA (Kalingga Jati);-0.0232208,109.329345
1778;61.71.05.1003;14;JL Merdeka Barat (Samping Gg Merak 2) DUTA VARIASI;-0.0251965, 109.330332
1779;61.71.05.1003;15;JL.MERDEKA GG MERAK (SD 52 Pontianak);-0.0242406,109.3277461
1780;61.71.05.1003;16;JL. CENDRAWASIH (RUMAH PAK EDY ACHMADI) ;-0.0247425, 109.3319042
1781;61.71.05.1003;17;JL. CENDRAWASIH (Ayam Geprek Bang Min) ;-0.0248801, 109.3296892
1782;61.71.05.1003;18;JL.KUTILANG (Warung Ahau) ;-0.0241987, 109.3330971
1783;61.71.05.1003;19;Jl.NURALI (SMP 24 Pontianak);-0.024026, 109.331884
1784;61.71.05.1003;20;JL.TAMAR (SD 14 Pontianak);-0.0237408, 109.3357258
1785;61.71.05.1003;21;GG.MATAN (GOR BULUTANGKIS JENDRAL URIP);-0.024509,109.334585
1786;61.71.05.1003;22;JL.RA KARTINI (Lapangan Depan Surau RA KARTINI) ;-0.0260986,109.3354113
1787;61.71.05.1003;23;JALAN JENDRAL URIP GG.KEMUNING;-0.026282,109.333495
1788;61.71.05.1003;24;JL HOS COKROAMINOTO GG.PALEM;-0.0279335,109.3344153
1789;61.71.05.1004;1;JL. MERDEKA GANG RUWAI ( RUMAH AGUS RAZALI );-0.0221, 109.32904
1790;61.71.05.1004;2;JL. MERDEKA GANG RUWAI ( RUMAH HJ. SYAFRAH );-0.02254, 109.32595
1791;61.71.05.1004;3;JL. . HASYIM GANG FAMILI ( RUMAH BPK. ATENG );-0.02327, 109.32586
1792;61.71.05.1004;4;JL. MERDEKA DEPAN GANG KASUARI (RM. DE BAMBOO);-0.02124, 109.32901
1793;61.71.05.1004;5;JL. KHW. HASYIM DEPAN GANG WALET ( RM. SOP KIKIL );-0.02206, 109.32659
1794;61.71.05.1004;6;JL. CAMAR ( RUMAH KOST BU ITA );-0.0206, 109.32896
1795;61.71.05.1004;7;JL. PUYUH DEPAN GANG PUYUH 2;-0.01911, 109.33138
1796;61.71.05.1004;8;JL. PUYUH GANG PUYUH 3;-0.01832, 109.33186
1797;61.71.05.1004;9;JL. PUYUH;-0.01867, 109.33068
1798;61.71.05.1004;10;JL. MERDEKA DEPAN GANG PUNAI (COFFEE HOLIK );-0.02033, 109.32997
1799;61.71.05.1004;11;JL. MERDEKA ( APOTIK MANDIRI I );-0.02146, 109.33032
1800;61.71.05.1004;12;JL. MERDEKA GANG BANGAU ( RUMAH BU TITIK );-0.02274, 109.33025
1801;61.71.05.1004;13;JL. KENARI GANG MERAK I ( WARKOP SUKA SUKA );-0.02108, 109.33193
1802;61.71.05.1004;14;JL. KENARI GANG MERAK 1 ( RUMAH BPK. WAN );-0.02084, 109.33301
1803;61.71.05.1004;15;JL. NURALI GANG TANTINA;-0.02307, 109.33306
1804;61.71.05.1004;16;JALAN RAJAWALI;-0.02162, 109.3341
1805;61.71.05.1004;17;JL. RAJAWALI ( DEPAN GANG RAJAWALI;-0.0223, 109.3341
1806;61.71.05.1004;18;JL. PAK KASIH GANG MERAK 3;-0.02115, 109.33372
1807;61.71.05.1004;19;JL. RAJAWALI SIMPANG JALAN NURALI;-0.02376, 109.33315
1808;61.71.05.1004;20;JL. PAK KASIH GANG MERAK 3;-0.01977, 109.33363
1809;61.71.05.1004;21;JL. PAK KASIH GANG MERAK 2 ( SD. MUHAMMADIYAH );-0.01972, 109.33502
1810;61.71.05.1004;22;SDN 07 JALAN LEMBAH MURAI;-0.01927, 109.33298
1811;61.71.05.1004;23;JL. LEMBAH MURAI ( RUMAH PAK AGUNG KETUA RT 02 RW 10 );-0.02064, 109.3317
1812;61.71.05.1004;24;GANG KASTURI RAJA GEDUNG BALAI KB;-0.02038, 109.33273
1813;61.71.05.1004;25;JL. LEMBAH MURAI ( GANG LEMBAH MURAI 4 );-0.0196, 109.33219
1814;61.71.05.1004;26;JL. LEMBAH MURAI GANG LEMBAH MURAI 6;-0.01857, 109.33384
1815;61.71.05.1005;1;JL. HRA RAHMAN (DEPAN MASJID AGUNG AL FALAH);-0.1887 , 109.32655
1816;61.71.05.1005;2;JL. H. RAIS A. RAHMAN GG. BUKIT SIGUNTANG;-0.02031 , 109.32528
1817;61.71.05.1005;3;JL. H. RAIS A. RAHMAN GG. BUKIT KELAM;-0.0202 , 109.32487
1818;61.71.05.1005;4;JL. H. RAIS A. RAHMAN GG. GUNUNG PALONG 1;-0.02067 , 109.32418
1819;61.71.05.1005;5;JL. H. RAIS A. RAHMAN GG. BUKIT SEBEDANG;-0.02068 , 109.32306
1820;61.71.05.1005;6;JL. HRA RAHMAN GG. BUKIT SEBEDANG DALAM NO. 24;-0.02111 , 109.32309
1821;61.71.05.1005;7;JL. HRA RAHMAN GG. BUKIT GADING;-0.02119 , 109.32222
1822;61.71.05.1005;8;JL. PROF. DR. HAMKA GG. NILAM 1;-0.02188 , 109.32533
1823;61.71.05.1005;9;JL. PROF. DR. HAMKA GG. NILAM 4;-0.02223 , 109.32418
1824;61.71.05.1005;10;JL. PROF. DR. HAMKA GG. NILAM 6;-0.02252 , 109.32357
1825;61.71.05.1005;11;JL. PROF. DR. HAMKA GG. NILAM 9;-0.02296 , 109.32254
1826;61.71.05.1005;12;JL. PROF. DR. HAMKA GG. 10;-0.02226 , 109.32313
1827;61.71.05.1005;13;JL. PROF. DR. HAMKA (POSYANDU ASOKA);-0.02366 , 109.32265
1828;61.71.05.1005;14;JL. PROF. DR. HAMKA GG. PADI 9;-0.02447 , 109.32263
1829;61.71.05.1005;15;JL. PUTRI DARA HITAM GG. USAHA 1;-0.0251 , 109.32327
1830;61.71.05.1005;16;JL. PUTRI DARA HITAM GG. USAHA 2;-0.02488 , 109.32435
1831;61.71.05.1005;17;JL. PUTRI DARA HITAM GG. AMBOTIN;-0.0257 , 109.32482
1832;61.71.05.1005;18;JL. PUTRI DARA HITAM GG. AMBOTIN 2;-0.02581 , 109.32418
1833;61.71.05.1005;19;JL. PUTRI DARA HITAM GG. PELITA;-0.02565 , 109.32377
1834;61.71.05.1005;20;JL. SEJARAH GG. SIDODADI;-0.02448 , 109.32003
1835;61.71.05.1005;21;JL. SEJARAH GG. GUNUNG PUTING 2;-0.02509 , 109.32162
1836;61.71.05.1005;22;JL. SEJARAH GG. GUNUNG PUTING 1;-0.0248 , 109.32195
1837;61.71.05.1005;23;JL. PANCASILA 5;-0.02744 , 109.32191
1838;61.71.05.1005;24;JL. BUKIT BARISAN;-0.02194 , 109.32161
1839;61.71.05.1005;25;JL. SEJARAH GG. BUKIT SARAN;-0.0219 , 109.32112
1840;61.71.05.1005;26;JL. SEJARAH GG. BUKIT SERIBU;-0.02256 , 109.32077
1841;61.71.05.1005;27;JL. SEJARAH GG. TENAGA BARU;-0.02215 , 109.32041
1842;61.71.05.1005;28;JL. HRA. RAHMAN GG. TENAGA BARU 1;-0.02125 , 109.31987
1843;61.71.05.1005;29;JL. SEJARAH GG. GUNUNG JATI;-0.02189 , 109.31961
1844;61.71.05.1005;30;JL. SEJARAH GG. GUNUNG MALABAR;-0.02278 , 109.31909
1845;61.71.05.1005;31;JL. SEJARAH GG. SEJARAH;-0.02295 , 109.31959
1846;61.71.05.1005;32;JL. HM SWIGNYO GG. HIDAYAH;-0.02781 , 109.31746
1847;61.71.05.1005;33;JL. HM SWIGNYO GG. SRIMULYA;-0.02636 , 109.31683
1848;61.71.05.1005;34;JL. HM SWIGNYO GG. NUR 3;-0.02578 , 109.31726
1849;61.71.05.1005;35;JL. HM SWIGNYO GG. NUR 4;-0.02521 , 109.31653
1850;61.71.05.1005;36;JL.HRA RAHMAN GG.WASPADA II;-0.02251 , 109.31655
1851;61.71.05.1005;37;JL. HRA. RAHMAN GG. WASPADA I;-0.02247 , 109.31731
1852;61.71.05.1005;38;JL. H. RAIS A. RACHMAN GG. WASPADA III;-0.02288 , 109.31634
1853;61.71.05.1005;39;JL. H. RAIS A. RACHMAN GG. WASPADA IV;-0.02251 , 109.31582
1854;61.71.05.1005;40;JL. GUSTI HAMZAH GG. NUR V;-0.02465 , 109.31716
1855;61.71.05.1005;41;JL. H. M. SUWIGNYO;-0.02328 , 109.31514
1856;61.71.05.1005;42;JL. H. RAIS A. RAHMAN GG. BUKIT TINGGI;-0.02361 , 109.31407
1857;61.71.05.1005;43;JL. HRA. RAHMAN GG. KODRAT;-0.02381 , 109.31316
1858;61.71.05.1005;44;JL. HM. SUWIGYO GG. PERMAI;-0.02519 , 109.31422
1859;61.71.05.1005;45;JL. HM. SUWIGNYO GG. MARGODADIREJO I;-0.02628 , 109.31423
1860;61.71.05.1005;46;JL. HM. SUWIGNYO GG. ALKARIM;-0.02716 , 109.31409
1861;61.71.05.1005;47;JL HM SUWIGNYO KOMP SUWIGNYO PERMAI 2;-0.02935 , 109.31463
1862;61.71.05.1005;48;JL. HM. SUWIGNYO GG. SIDOMUKTI;-0.02869 , 109.31512
1863;61.71.05.1005;49;JL. H.M.SUWIGNYO KOMP. CITRA INDAH I;-0.02784 , 109.31454
1864;61.71.05.1005;50;JL. HM. SUWIGNYO GG. SUDIHARJO IV;-0.03027 , 109.31408
1865;61.71.05.1005;51;JL. H.M. SUWIGNYO KOMP. PERTANIAN;-0.03163 , 109.3147
1866;61.71.05.1005;52;JL. H.M. SUWIGNYO GG. SUDIHARJO III;-0.03136 , 109.31407
1867;61.71.05.1005;53;JL. KEMAKMURAN;-0.03407 , 109.31478
1868;61.71.05.1005;54;JL. KEMAKMURAN GG. KEMAKMURAN 5;-0.03438 , 109.31367
1869;61.71.05.1005;55;JL. H.M. SUWIGYO GG. SUDIHARJO I;-0.03277 , 109.31511
1870;61.71.05.1005;56;JL. DR WAHIDIN SUDIROHUSODO KOMP. GRAHA BUMI KHATULISTIWA I;-0.0365 , 109.31057
1871;61.71.05.1005;57;JL. DR. WAHIDIN S. KOMP. MITRA RAYA LESTARI III;-0.03609 , 109.30798
1872;61.71.05.1005;58;JL. DR. WAHIDIN S. KOMP. PU;-0.03392 , 109.30678
1873;61.71.05.1005;59;JL. DR. WAHIDIN S. GG. SEPAKAT 6;-0.03465 , 109.30789
1874;61.71.05.1005;60;JL. DR. WAHIDIN S GG. SEPAKAT 8;-0.03115 , 109.30855
1875;61.71.05.1005;61;JL. HM. SUWIGNYO GG. TEGAL REJO I;-0.02836 , 109.31413
1876;61.71.05.1005;62;JL. H. M. SUWIGNYO GG. TEGAL REJO III;-0.03211 , 109.31151
1877;61.71.05.1005;63;JL. HM. SUWIGNYO GG. TEGAL REJO 4;-0.03135 , 109.31021
1878;61.71.05.1005;64;JL. KEMAKMURAN GG. KELUARGA II;-0.03596 , 109.31312
1879;61.71.05.1005;65;JL. KEMAKMURAN GG. KELUARGA II;-0.03596 , 109.31312
1880;61.71.05.1005;66;JL. KEMAKMURAN GG. KELUARGA II;-0.03596 , 109.31312
1881;61.71.05.1005;67;JL. H.R.A. RAHMAN KOMP. PAWAN PERMAI BLOK AA;-0.02476 , 109.31248
1882;61.71.05.1005;68;JL. H. RAIS A. RAHMAN GG. PANTIJAYA;-0.02376 , 109.3114
1883;61.71.05.1005;69;JL. HRA. RAHMAN GG.JANUR;-0.02442 , 109.31119
1884;61.71.05.1005;70;JL. HM. SUWIGNYO GG. MARGODADIREJO I;-0.02628 , 109.31423
1885;61.71.05.1005;71;JL. H.R.A.RAHMAN GG.MARGODADIREJO 2;-0.0249 , 109.3109
1886;61.71.05.1005;72;JL. H. RAIS ARAHMAN GG. MARGODADIREJO 2 A;-0.02746 , 109.31024
1887;61.71.05.1005;73;JL H RAIS A.RAHMAN GG MARGODADIREJO II.B;-0.02768 , 109.30949
1888;61.71.05.1005;74;JL. DR. WAHIDIN S. KOMP. BATARA INDAH I BLOK C;-0.02679 , 109.30774
1889;61.71.05.1005;75;JL. DR WAHIDIN S KOMP BATARA INDAH 1 BLOK D;-0.02775 , 109.30826
1890;61.71.05.1005;76;JL. PUSKESMAS PAL 3 GG. MELATI 2;-0.0246 , 109.30759
1891;61.71.05.1005;77;JL. PUSKESMAS PAL 3 GG. USMAN GANI;-0.02616 , 109.30714
1892;61.71.05.1005;78;JL. DR WAHIDIN S KOMP BATARA INDAH 1 BLOK M;-0.02775 , 109.30826
1893;61.71.05.1005;79;JL. PUSKESMAS PAL 3 GG. SEJATI 1;-0.02562 , 109.3058
1894;61.71.05.1005;80;JL. DR WAHIDIN S KOMP BATARA INDAH 1 BLOK AA-BB;-0.02803 , 109.30837
1895;61.71.05.1005;81;JL. DR WAHIDIN S KOMP BATARA INDAH 1 BLOK DD;-0.02775 , 109.30826
1896;61.71.05.1005;82;JL. DR WAHIDIN S KOMP BATARA INDAH 1 BLOK JJ;-0.02875 , 109.30724
1897;61.71.05.1005;83;JL. DR WAHIDIN S KOMP BATARA INDAH 1 BLOK KK-L;-0.02971 , 109.30708
1898;61.71.05.1005;84;JL. DR WAHIDIN S. GG. SEPAKAT DAMAI BLOK D;-0.02974 , 109.30662
1899;61.71.05.1005;85;JL. DR WAHIDIN S. GG. SEPAKAT DAMAI;-0.03031 , 109.3055
1900;61.71.05.1005;86;JL. DR WAHIDIN S. GG. SEPAKAT 8 BLOK S;-0.03115 , 109.30855
1901;61.71.05.1005;87;JL. PUSKESMAS PAL 3 GG. SEJATI 2;-0.02561 , 109.30551
1902;61.71.05.1005;88;JL. DR WAHIDIN S KOMP BATARA INDAH 1 BLOK O;-0.028 , 109.30625
1903;61.71.05.1005;89;JL. DR WAHIDIN S KOMP BATARA INDAH 1 BLOK P;-0.02834 , 109.30606
1904;61.71.05.1005;90;JL. DR. WAHIDIN S GG. AL-HIKMAH 1;-0.02941 , 109.305
1905;61.71.05.1005;91;JL. DR. WAHIDIN S GG. AL-HIKMAH 2;-0.02772 , 109.30548
1906;61.71.05.1005;92;JL. DR. WAHIDIN S. GG. NIKITA;-0.027982 , 109.303955
1907;61.71.05.1005;93;JL. DR. WAHIDIN S. GG. NIKITA;-0.0291 , 109.30439
1908;61.71.05.1005;94;JL. PUSKESMAS PAL 4 GG. HASYIM LAUT;-0.0282 , 109.30076
1909;61.71.05.1005;95;JL. UJUNG PANDANG GG. ASPAL;-0.03118 , 109.30422
1910;61.71.05.1005;96;JL. UJUNG PANDANG GG. HASYIM;-0.029341 , 109.31458
1911;61.71.05.1005;97;JL. UJUNG PANDANG GG. HASYIM;-0.0299 , 109.3156
1912;61.71.05.1005;98;JL. UJUNG PANDANG GG. GANDA DEWATA;-0.02976 , 109.3015
1913;61.71.05.1005;99;JL. UJUNG PANDANG GG. TELOK BONE;-0.03308 , 109.3125
1914;61.71.05.1005;100;JL. UJUNG PANDANG GG. SELAT PANDANG;-0.03154 , 109.30353
1915;61.71.05.1005;101;JL. BATAS PANDANG JALUR 4;-0.03261 , 109.30373
1916;61.71.05.1005;102;JL. BATAS PANDANG JALUR 1;-0.03258 , 109.30408
1917;61.71.05.1005;103;JL. BATAS PANDANG JALUR 7;-0.03295 , 109.30273
1918;61.71.05.1005;104;JL. DR. WAHIDIN KOMP. MITRA RAYA LESTARI 5;-0.03553 , 109.30819
1919;61.71.05.1005;105;JL. DR. WAHIDIN KOMP. MITRA UTAMA 4;-0.03505 , 109.3047
1920;61.71.05.1005;106;JL. DR. WAHIDIN GG. SEPAKAT 4B;-0.03695 , 109.30705
1921;61.71.05.1005;107;JL. DR. WAHIDIN GG. SEPAKAT 4B;-0.03695 , 109.30705
1922;61.71.05.1005;108;JL. DR. WAHIDIN GG. SEPAKAT ASRI;-0.039776 , 109.308798
1923;61.71.05.1005;109;JL. DR. WAHIDIN GG. SEPAKAT ASRI;-0.03906 , 109.30938
1924;61.71.05.1005;110;JL. SUKA MULYA GG. SUKMA 7;-0.03978 , 109.30741
1925;61.71.05.1005;111;JL. SUKA MULYA GG. SUKMA 8;-0.04029 , 109.30663
1926;61.71.05.1005;112;JL. SUKA MULYA GG. SUKMA 14;-0.03835 , 109.30569
1927;61.71.05.1005;113;JL. SUKA MULYA GG. KEMELA;-0.03804 , 109.30538
1928;61.71.05.1005;114;JL. SUKA MULYA GG. SUKMA 15;-0.03899 , 109.30454
1929;61.71.05.1005;115;JL. SUKA MULYA GG. SUKMA 22 NO. 1;-0.03707 , 109.3171
1930;61.71.05.1005;116;JL. SUKA MULYA GG. SUKMA 22 NO. 7;-0.037134 , 109.31762
1931;61.71.05.1005;117;JL. SUKA MULYA GG. SUKMA 22 NO. 15;-0.03647 , 109.30246
1932;61.71.05.1005;118;JL. DANAU SENTARUM GG. WONOSOBO;-0.04437 , 109.3078
1933;61.71.05.1005;119;JL. DANAU SENTARUM GG. KELUARGA;-0.04357 , 109.30653
1934;61.71.05.1005;120;JL. DANAU SENTARUM GG. WONOSOBO DALAM;-0.04295 , 109.30599
1935;61.71.05.1005;121;JL. UJUNG PANDANG GG. HANURA 1;-0.03218 , 109.29954
1936;61.71.05.1005;122;JL. UJUNG PANDANG GG. HANURA 2;-0.03395 , 109.30051
1937;61.71.05.1005;123;JL. HANURA DALAM GG. HARAPAN 5;-0.031 , 109.2986
1938;61.71.05.1005;124;JL. UJUNG PANDANG GG IKHWAN;-0.0305 , 109.29875
1939;61.71.05.1005;125;JL. UJUNG PANDANG KOMP. TAMAN FIRDAUS;-0.03417 , 109.29602
1940;61.71.05.1005;126;JL. UJUNG PANDANG KOMP. CENDANA MURNI;-0.03334 , 109.29609
1941;61.71.05.1005;127;JL. PETANI GG. PETANI AMPERA;-0.03468 , 109.29703
1942;61.71.05.1005;128;JL. PETANI GG. HIDAYAH;-0.05657 , 109.30732
1943;61.71.05.1005;129;JL. PETANI KOMPLEK HARMONI;-0.04612 , 109.30226
1944;61.71.05.1005;130;JL. PETANI KOMPLEK LESTARI;-0.04315 , 109.3023
1945;61.71.05.1005;131;JL. PETANI GG. HARAPAN 1;-0.04077 , 109.3125
1946;61.71.05.1005;132;JL. PETANI GG. HIKMAH;-0.04369 , 109.29871
1947;61.71.05.1005;133;JL. PETANI GG. HARAPAN 3;-0.03965 , 109.29952
1948;61.71.05.1005;134;JL. PETANI GG. HARAPAN ILAHI;-0.04133 , 109.29724
1949;61.71.05.1005;135;JL. UJUNG PANDANG KOMP. VILLA BRATA;-0.03817 , 109.29521
1950;61.71.05.1005;136;JL. HUSEIN HAMZAH (PAL LIMA);-0.03165 , 109.29336
1951;61.71.05.1005;137;JL. AMPERA GG. DIANA MITRA;-0.03757 , 109.28857
1952;61.71.05.1005;138;JL. AMPERA GG. H. A. KARIM;-0.04027 , 109.28588
1953;61.71.05.1005;139;JL. AMPERA GG. H. A. KARIM;-0.03881 , 109.28737
1954;61.71.05.1005;140;JL. AMPERA;-0.04878 , 109.29691
1955;61.71.05.1005;141;JL. AMPERA GG. SUMPULOLO;-0.04632 , 109.29289
1956;61.71.05.1005;142;JL. AMPERA GG. PELANGI;-0.04675 , 109.29859
1957;61.71.05.1005;143;JL. AMPERA GG. CAHAYA NO. 1;-0.049438 , 109.300624
1958;61.71.05.1005;144;JL. AMPERA GG. CAHAYA NO. 12;-0.04996 , 109.3015
1959;61.71.05.1005;145;JL. H.RAIS A RAHMAN KOMP. VILLA MUTIARA MAS;-0.05345 , 109.30045
1960;61.71.05.1005;146;JL. H.RAIS A RAHMAN GG. MEKAR JAYA;-0.02407 , 109.3103
1961;61.71.05.1005;147;JL. H.RAIS A RAHMAN GG. MEKAR JAYA 1;-0.02455 , 109.31025
1962;61.71.05.1005;148;JL. AMPERA GG. PERMATA AMPERA;-0.05248 , 109.29908
1963;61.71.06.1001;1;JL. IMAM BONJOL GG. BANSIR 1 (RUMAH PAK HAJI SABLI);-0.04323, 109.353387
1964;61.71.06.1001;2;MIS NU 2 ;-0.043499, 109.354231
1965;61.71.06.1001;3;Jl. IMAM BONJOL GG. BANSIR 2 (TK MUSLIMAT);-0.043744, 109.353999
1966;61.71.06.1001;4;JL. IMAM BONJOL GG. TANJUNG SALEH NO. 38;-0.045223, 109.354032
1967;61.71.06.1001;5;JL. IMAM BONJOL GG. RAMADHAN (DEPAN RUMAH PAK AMANG);-0.044334, 109.355427
1968;61.71.06.1001;6;JL. IMAM BONJOL GG. RAMADHAN (SAMPING RUMAH IBU PUTRI);-0.044409, 109.355338
1969;61.71.06.1001;7;JL. TANJUNG HARAPAN NO. 60;-0.046028, 109.351193
1970;61.71.06.1001;8;JL. TANJUNG HARAPAN NO.68 (HALAMAN RUMAH KETUA RT 2 RW 2);-0.046294, 109.350882
1971;61.71.06.1001;9;SDN 09 ;-0.047986, 109.350053
1972;61.71.06.1001;10;JL. MEDIA (SAMPING LAPANGAN BOLA MEDIA);-0.050100, 109.348124
1973;61.71.06.1001;11;JL. IMAM BONJOL GG. MENDAWAI TENGAH NO. 13;-0.050870, 109.347571
1974;61.71.06.1001;12;JL. IMAM BONJOL GG. MENDAWAI LAUT (WARUNG MAKSUL);-0.046931, 109.356805
1975;61.71.06.1001;13;JL. IMAM BONJOL GG. FAMILI (HALAMAN KETUA RT);-0.045745, 109.357712
1976;61.71.06.1001;14;JL IMAM BONJOL GG. MENDAWAI 1 NO. 17;-0.046660, 109.355192
1977;61.71.06.1001;15;JL. IMAM BONJOL GG. MENDAWAI 1 (HALAMAN RUMAH BAPAK MILISON SIKIM);-0.046795, 109.355710
1978;61.71.06.1001;16;JL. M. SYAFEI KOMPLEK UNTAN (TK PRIMANDA);-0.045539, 109.356631
1979;61.71.06.1001;17;SDN 09 ;-0.050137, 109.354151
1980;61.71.06.1001;18;KOMPLEK LP3M;-0.052237, 109.352403
1981;61.71.06.1001;19;JL. KARANGAN NO. 13;-0.048292, 109.351341
1982;61.71.06.1001;20;SDN 24;-0.050309, 109.351657
1983;61.71.06.1001;21;JL. IMAM BONJOL TK ISLAMIYAH;-0.049085, 109.355897
1984;61.71.06.1001;22;JL. IMAM BONJOL GG. BUSRI NO. 6;-0.048094, 109.3577858
1985;61.71.06.1001;23;JL. IMAM BONJOL GG. BUSRI (HALAMAN RUMAH KETUA RT 4 RW 6);-0.047662, 109.357757
1986;61.71.06.1001;24;JL. SEPAKAT 1 BLOK F;-0.052891, 109.355272
1987;61.71.06.1001;25;JL. SEPAKAT 2 BLOK C3;-0.059152, 109.350471
1988;61.71.06.1001;26;JL. SEPAKAT 2 ;-0.059289, 109.350657
1989;61.71.06.1001;27;JL. SEPAKAT 2   ;-0.059289, 109.350657
1990;61.71.06.1001;28;JL. IMAM BONJOL SD PERTIWI;-0.046498, 109.353916
1991;61.71.06.1001;29;JL. TANJUNGSARI NO. 26;-0.047246, 109.352011
1992;61.71.06.1001;30;JL. IMAM BONJOL SMP SWASTA PERTIWI;-0.046712, 109.353629
1993;61.71.06.1001;31;JL. PERDANA NO. 47;-0.056280, 109.343106
1994;61.71.06.1001;32;JL. PERDANA (RUMAH MAKAN ALYA);-0.061394, 109.338445
1995;61.71.06.1001;901;JL. PROF HADARI NAWAWI RUSUNAWA UNTAN;-0.0619332, 109.3486726
1996;61.71.06.1002;1;JALAN SEPAKAT II ;-0.06037271785928704, 109.35048480424548
1997;61.71.06.1002;2;JALAN SEPAKAT II GG. CITRA MANDIRI NOMOR 05;-0.060104, 109.350700
1998;61.71.06.1002;3;JALAN SEPAKAT II GG. MELATI;-0.06672086232278958, 109.34809950668888
1999;61.71.06.1002;4;JALAN SEPAKAT II GG. PADAHERANG;-0.06686313300999137, 109.34586049610743
2000;61.71.06.1002;5;JALAN SEPAKAT II BLOK D;-0.059693586661113435, 109.35111229933918
2001;61.71.06.1002;6;JALAN SEPAKAT II GG. KHALIFAH;-0.06400617647493079, 109.35584763621476
